Sample	Endogenous_fraction	NO_MERGED_READS	DUP_rate	MEDIAN_SIZE	Log_Mean	Lambda	Lambda_R_squared	Lambda_p_value	X5P_DMG_POS1	X5P_DMG_R_squared	X5P_DMG_p_value	Sample_ID	Batch_no	Herbarium	Barcode	Genus	Species	Collection_date	Collection_day	Collection_month	Collection_year	Country	Province	District	Town_Village	Latitude_DD	Longitude_DD	Accuracy	Altitude_m	Tissue_weight_mg	DNA_concentration_QUANTUS_ng_ul	gDNA_DIN	Peak_size	LIB_concentration_tapestation_ng_ul	LIB_concentration_QUANTUS_ng_ul	3P_DMG_POS1	5P_other_freq	3P_other_freq
3359172_AB_65173_S165	97.97	1074278	0.31	41	3.73289566940829	0.104245329627991	0.991881185086736	2.028713897743e-152	0.00904467816232522	0.765017091170553	2.20862374378906e-07	HS0116	#016	RBGK	K001451981	Hordeum	spontaneum	02/04/1948	2	4	1948	Iraq	Kirkuk	Al Hawija	Al Hawija	35.32	43.77	District level		10	29	NA	177	2.22	2.39	0.00726635648227928	0.00184052531637859	0.00191514271777445
3359173_AB_65187_S166	96.92	4441343	0.29	41	3.721769194084	0.0930373663564636	0.997475489487566	1.50832815311816e-191	0.0124553922007177	0.784442275375721	1.20320209570006e-07	HS0117	#016	RBGK	K001451979	Hordeum	spontaneum	03/04/1962	3	4	1962	Iraq	Nineveh	Al Baaj	Al Baiyder	35.65	41.79	District level		3.2	2.75	NA	180	1.8	1.99	0.0128108415876074	0.00215774076419199	0.00227733887585393
3359174_AB_65258_S167	89.02	12270299	0.35	51	3.9446509752596	0.0423090210155331	0.994802432632878	6.27048061186818e-155	0.0115508767587077	0.630819569768318	1.02398282786583e-05	HS0002	#017	RBGK	K001451001	Hordeum	spontaneum	19/04/1914	19	4	1914	Greece	Crete	NA	Sitia	35.2	26.1	Town level		5.3	0.451	NA	194	2.79	2.54	0.0122172754435692	0.00324071329100584	0.00351512352204811
3359175_AB_65228_S168	96.16	8762000	0.33	47	3.86514809559383	0.0519377440569917	0.991595460459882	2.44801990087246e-151	0.0139635875730139	0.69898418888348	1.83332992776128e-06	HS0031	#017	RBGK	K001451991	Hordeum	spontaneum	06/05/1912	6	5	1914	Azerbaijan	Baku	Baku	NA	40.39	49.88	District level		3	1.15	NA	188	1.73	2.12	0.014324265286576	0.00280641343321583	0.00278939990601628
3359176_AB_65143_S169	90.42	4867650	0.35	59	4.07206381316224	0.0251634544690783	0.962312259671074	1.40344715027728e-71	0.00890809453685151	0.580280425303919	3.5203571908715e-05	HS0046	#017	RBGK	K001451924	Hordeum	spontaneum	22/04/1933	22	4	1933	Palestine	West Bank	Dara	NA	32	35.35	District level		3.7	0.366	NA	197	0.511	0.923	0.00965528012730324	0.00385868846971625	0.00405956278813005
3359177_AB_65169_S170	94.88	12728574	0.29	41	3.73602939486656	0.0881258479705157	0.988312112887189	6.77733459570454e-145	0.0176898165969441	0.803943728663338	5.58591614733454e-08	HS0048	#017	RBGK	K001451922	Hordeum	spontaneum	19/04/2011	19	4	1911	Israel	West Bank	Bethelem	St. Theodosius Convent	31.72	35.28	Town level		5.1	0.244	NA	183	1.61	1.49	0.017829889495814	0.00318771902518687	0.00310942313669694
3359178_AB_65145_S171	87.11	5882614	0.36	54	4.00127075469826	0.0333111795400395	0.982809189265484	4.03778343680836e-120	0.0112698339655222	0.643438874419649	7.47689693595291e-06	HS0049	#017	RBGK	K001451921	Hordeum	spontaneum	06/05/1935	6	5	1935	Israel	West Bank	Judean Hills	KfarEzion	31.65	35.12	Town level		4.1	0.453	NA	188	0.467	0.754	0.011601198750183	0.00319396452136964	0.00331741183089876
3359179_AB_65231_S172	95.43	10281724	0.32	47	3.875724239304	0.0557472447196326	0.994456638523387	2.58308900677126e-155	0.0103787563557387	0.798496281403498	4.85061459701268e-08	HS0053	#017	RBGK	K001451916	Hordeum	spontaneum	22/04/1911	22	4	1911	Egypt	Suez	Suez	Uyun Musa	29.87	32.65	Town level		5.4	1.48	NA	188	3.05	3.22	0.0107646797143906	0.00296782358742339	0.00293564090525482
3359180_AB_65233_S173	95.58	9765747	0.28	43	3.77225357463841	0.0781779858903832	0.990112045104714	2.85814196407487e-150	0.0141935546718036	0.922199738228067	1.25082962990182e-11	HS0057	#017	RBGK	K001451910	Hordeum	spontaneum	02/05/1911	2	5	1911	Palestine	West Bank	Jericho	Jabbok river	31.99	35.52	District level		8	1.9	NA	183	3.45	3.88	0.0149673018356237	0.00306596505800582	0.00302243675775894
3359181_AB_65234_S174	91.5	4839641	0.25	46	3.82372012827642	0.155003796371459	0.988152142242244	2.79846820205331e-94	0.017133763825506	0.611499935562494	1.94377791696253e-05	HS0058	#017	RBGK	K001451909	Hordeum	spontaneum	02/05/1911	2	5	1911	Palestine	West Bank	Jericho	Jabbok river	31.99	35.52	District level		6	0.0296	NA	187	0.208	0.351	0.0197185527067093	0.00609090784497473	0.00572890515667651
3359182_AB_65235_S175	96.3	10148024	0.29	42	3.75892837365322	0.0740756466850605	0.993949909623605	4.65321946189766e-166	0.0151749386292015	0.751955032247994	3.78769985695657e-07	HS0060	#017	RBGK	K001451907	Hordeum	spontaneum	19/04/1911	19	4	1911	Palestine	West Bank	Jericho	St, Georges Convent	31.84	35.42	Town level		3.9	0.837	NA	186	1.3	1.57	0.0153059566609118	0.00282730832096145	0.00280771740869479
3359183_AB_65206_S176	96.05	10322325	0.32	45	3.82996444725129	0.0553651858552217	0.996956948517462	1.26255909348625e-185	0.01200435313567	0.800629592540387	4.60651711363512e-08	HS0082	#017	RBGK	K001451944	Hordeum	spontaneum	01/05/1911	1	5	1911	Syria	Hama	Hama	NA	34.94	36.75	District level		7.2	5.6	NA	183	4.09	4.47	0.0123338756337271	0.00262750069714094	0.00262192082265088
3359184_AB_65266_S177	97.29	13959529	0.36	51	3.93600831817013	0.054199556028877	0.98584847077912	4.46067027845661e-122	0.00796960994556334	0.697333805490126	1.76499462581502e-06	HS0089	#018	RBGK	K001451963	Hordeum	spontaneum	1958	NA	NA	1958	Iraq	Sulaymaniyah	Halabja	Kuh I Bamu	35.08	45.99	Town level		4.8	3.94	NA	190	9.22	9.1	0.00845698696448027	0.00204581768651626	0.00212824195675705
3359185_AB_65268_S178	97.11	10531083	0.35	56	4.02560992431073	0.0344201880080324	0.977559149829715	4.64024692274463e-109	0.00694785952201783	0.704639489657471	1.41488033050685e-06	HS0104	#018	RBGK	K001451977	Hordeum	spontaneum	16/04/1975	16	4	1975	Iraq	Erbil	MGU	Darband	36.7	44.91	Town level		5	15	NA	192	6	6.4	0.00724714674305241	0.00204440900841561	0.00210097512952715
3359186_AB_65213_S179	95.22	13827276	0.36	57	4.04016189866408	0.0350246513691217	0.986340103927732	2.59461998655165e-91	0.0093384827610028	0.766463539897767	1.71069495278086e-07	HS0107	#018	RBGK	K001451974	Hordeum	spontaneum	26/04/1963	26	4	1963	Iraq	Sulaymaniyah	Darbandikhan	NA	35.05	45.67	District level		2.9	0.161	NA	194	2.03	1.64	0.00991202043441495	0.00301807323759054	0.00319742514657548
3359187_AB_65151_S180	95.65	9108620	0.38	57	4.04867783584053	0.030919344559587	0.981220075498177	4.34797242686288e-114	0.00624401148607177	0.678780244341356	3.14642483426773e-06	HS0109	#018	RBGK	K001451988	Hordeum	spontaneum	30/04/1956	30	4	1956	Iraq	Duhok	Zawita	Zawita	36.91	43.14	Town level		5.6	18.5	NA	195	3.51	4.49	0.00665825315525314	0.00221193677580822	0.0023178696019803
3359188_AB_65242_S181	95.72	4192569	0.33	50	3.93894112836291	0.0513107744271331	0.992217912067977	3.48891030080653e-143	0.00684742849587942	0.744803600284737	3.79127314203255e-07	HS0130	#019	RBGK	K001453003	Hordeum	spontaneum	27/04/1963	27	4	1963	Iran	Lorestan	NA	NA	33.1	47.72	GPS		5.9	14	NA	191	0.0472	0.141	0.00707966305920673	0.00197023497371214	0.00207237870742748
3359189_AB_65243_S182	98.36	3023060	0.32	46	3.84246475685712	0.0664821146401379	0.994662545052869	5.52893885540892e-161	0.00770049111184632	0.775728846493121	1.82731075738238e-07	HS0131	#019	RBGK	K001453002	Hordeum	spontaneum	01/04/1953	1	4	1953	Iran	Fars	Larestan	Lar	27.66	54.32	Town level		6.5	18	NA	190	0.0239	0.12	0.00762329808984629	0.00107085422319386	0.00109556759922078
3359190_AB_65245_S183	97.48	7357627	0.32	49	3.91722442060852	0.0485407310026487	0.991100230815006	1.70937050740442e-147	0.0071239941996741	0.751320940074135	2.99254995352063e-07	HS0134	#019	RBGK	K001453025	Hordeum	spontaneum	10/05/1971	10	5	1971	Afghanistan	Baghlan	NA	Doshi	36.06	68.53	District level		7.8	27	NA	186	6.7	9.3	0.00754065326051343	0.00196122246390041	0.00198516484766924
3359191_AB_65285_S184	84.66	8190581	0.37	54	4.0118028888401	0.0330938505581009	0.997738702970329	1.69401492077908e-176	0.00654654157804041	0.73492293892351	5.31405988490435e-07	HS0135	#019	RBGK	K001453024	Hordeum	spontaneum	08/05/1976	8	5	1976	Afghanistan	Herat	Gulran	Gulran	35.1	61.67	Town level		5.8	3.63	NA	188	8.48	9.8	0.00685726945350688	0.00248804560188973	0.00261529075906988
3359192_AB_65252_S185	95.42	15240806	0.35	50	3.93509735765762	0.039150412473698	0.991178967552099	6.9796792739453e-152	0.00585882422605131	0.568927695819704	4.54216748792183e-05	HV0052	#022	RBGK	K001453050	Hordeum	vulgare	15/05/1947	15	5	1947	Iraq	Erbil	Soran	Rawanduz	36.61	44.52	Town level		5.6	0.0841	NA	187	4.54	3.3	0.00631170925815465	0.00506732387827032	0.00509335587079446
3359193_AB_65180_S186	27.45	3451523	0.33	46	3.85551652080265	0.0622933182901146	0.994199511533437	1.87010349346232e-158	0.0124238708855942	0.805858879831661	3.86767729070771e-08	HV0055	#022	RBGK	K001453054	Hordeum	vulgare	12/04/1947	12	4	1947	Iraq	Diyala	Kifri	NA	34.68	44.97	District level		6	0.587	NA	186	2.28	2.06	0.013037843367712	0.00259477652335211	0.00269575599051971
3359194_AB_65163_S187	94.8	14752289	0.39	56	4.04275600658525	0.0301229698613582	0.988434710005183	1.17910743433115e-131	0.0063548834426958	0.625322901426231	1.24985923263628e-05	HV0056	#022	RBGK	K001453058	Hordeum	vulgare	24/05/1948	24	5	1948	Iraq	Nineveh	Sinjar	Sinjar	36.32	41.86	Town level		6	1.29	NA	192	7.74	5.5	0.00656811706442612	0.00328193399751234	0.0035096590547686
3359195_AB_65272_S188	97.47	7022651	0.32	49	3.90994693669252	0.0491251809098967	0.981697016023618	2.93792841749412e-125	0.00494013745166805	0.76269661747843	2.01628932837299e-07	HS0142	#024	RBGK	K001453011	Hordeum	spontaneum	24/03/1993	24	3	1993	Saudi Arabia	Hail	Hail	JebelAja	27.47	41.47	Town level		7.3	12	NA	185	2.13	3.1	0.00560857931441333	0.0020953465975323	0.0021557829211084
3359196_AB_65273_S189	96.82	6128845	0.33	51	3.95024417179689	0.0487279261695781	0.989760366894293	3.3793554693349e-135	0.00583053425438874	0.777010979126547	1.21279701572351e-07	HS0143	#024	RBGK	K001453010	Hordeum	spontaneum	05/04/1989	5	4	1989	Saudi Arabia	ALMadinah	NA	Al Figrah	24.37	38.98	Town level		6.3	25	NA	185	2.26	4.66	0.00627627307484077	0.00250191523375869	0.00260228192119587
3359197_AB_65190_S190	94.51	12953724	0.36	54	4.00269382662014	0.0328738105222022	0.989751402999711	3.58341547485771e-135	0.00686142113343404	0.690695890874923	2.2110533160647e-06	HS0144	#024	RBGK	K001453009	Hordeum	spontaneum	08/03/1988	8	3	1988	Saudi Arabia	NorthernBorders	Turaif	Turaif	31.68	38.65	Town level		3.7	0.145	NA	190	1.46	1.38	0.00693189268469603	0.00331798672775626	0.00352119665300072
3359198_AB_65246_S191	45.23	6489876	0.3	47	3.87271358096959	0.0603899766938943	0.988881171352176	1.25203649490287e-140	0.0133096480278249	0.725385404680908	7.51245835318096e-07	HS0146	#024	RBGK	K001453014	Hordeum	spontaneum	19/03/1990	19	3	1990	Egypt	Marsa Matruh	Marsa Matruh	Marsa Matruh	31.35	27.24	Town level		7.1	0.385	NA	186	1.2	1.14	0.0139642583939981	0.00346096548026049	0.00367925919433779
3359199_AB_65289_S192	96.05	12158643	0.36	56	4.02531151538889	0.0320455190865758	0.98763135482243	1.0612623992927e-129	0.00839382940108893	0.666625727840331	4.43601438756112e-06	HS0153	#024	RBGK	K001453880	Hordeum	spontaneum	23/05/1994	23	5	1994	Turkmenistan	Ahal	Annau	Annau	37.88	58.53	GPS		8.6	0.333	NA	189	4.92	4.24	0.00864172287672995	0.00279694684502355	0.00296556448226723
3359200_AB_65313_S193	84.75	9785114	0.38	62	4.1201849015228	0.0202604517190559	0.978526493750274	1.2840674256277e-103	0.00824187371944865	0.692369802045698	2.00341014713153e-06	HS0162	#024	RBGK	K001375640	Hordeum	spontaneum	08/11/1986	8	11	1986	Syria	Aleppo	Aleppo	Aleppo	36.2	37.16	Town level		4.8	0.562	NA	197	1.31	1.31	0.00844725869194576	0.00359599647484513	0.00380906699243203
3359201_AB_65314_S194	95.59	14068156	0.32	47	3.85915497414429	0.0560442396183119	0.986080553268221	1.05972368352135e-133	0.0145990047847045	0.774219382397094	1.54905079646373e-07	HS0165	#024	RBGK	K001375643	Hordeum	spontaneum	24/05/1967	24	5	1967	Japan	Shizouka	Mishima	Mishima	35.12	138.92	Town level		7.8	0.945	NA	181	4.66	3.86	0.0148711262336335	0.00317414569432634	0.00316325615458894
3359202_AB_65290_S195	96.07	13072009	0.37	54	3.99499057466244	0.0381177666349464	0.995435648218395	5.06703148620924e-154	0.00755350452776088	0.830085249346013	1.14177083486474e-08	HS0170	#026	RBGK	K001375654	Hordeum	spontaneum	1961	NA	NA	1961	Afghanistan	NA	NA	NA	NA	NA	Glasshouse		4.3	11	NA	188	9.41	9.5	0.00787299988020016	0.00220439835396433	0.00222451249978448
3359203_AB_65194_S196	95.17	12157541	0.3	43	3.77313908583222	0.0714285659784275	0.994157183887422	6.0771106495718e-165	0.0116321439070343	0.830193445354802	1.5463049610802e-08	HS0172	#026	RBGK	K001375652	Hordeum	spontaneum	30/05/1970	30	5	1970	Japan	Shizouka	Mishima	Mishima	35.12	138.92	Town level		5	2.25	NA	179	7.22	6.2	0.0121035581516379	0.00216675130997006	0.00219317622652839
3359204_AB_65315_S197	91.09	10089294	0.29	42	3.77254229090402	0.0671062679917553	0.992074633031029	2.21418785380167e-157	0.02152401840473	0.863581928419979	3.17030682517429e-09	HS0174	#026	RBGK	K001375650	Hordeum	spontaneum	25/05/1970	25	5	1970	Japan	Shizouka	Mishima	Mishima	35.12	138.92	Town level		7.8	0.0868	NA	181	2.85	2.6	0.0218382256441664	0.00269926382715242	0.00278404791565586
3359205_AB_65159_S198	95.57	10456606	0.28	41	3.73512586629137	0.0746231552881479	0.992485575807148	2.3988014093868e-163	0.0182528177371945	0.8563495988338	5.1567524558533e-09	HS0175	#026	RBGK	K001375649	Hordeum	spontaneum	09/06/1970	9	6	1970	Japan	Shizouka	Mishima	Mishima	35.12	138.92	Town level		6.6	0.0657	NA	181	1	1.24	0.0185859090457269	0.00275075751993943	0.00277673049370026
3359206_AB_65275_S199	17.57	2240598	0.28	41	3.7438228489336	0.0756548277167336	0.994294106517486	6.09891242802991e-168	0.0209910321425908	0.859671097933334	7.02026465950275e-09	HS0176	#026	RBGK	K001375648	Hordeum	spontaneum	24/05/1970	24	5	1970	Japan	Shizouka	Mishima	Mishima	35.12	138.92	Town level		5	0.19	NA	182	3.12	2.75	0.0223348366019226	0.00279253589557935	0.00287498072033999
3359207_AB_65241_S200	93.11	12759658	0.26	36	3.61713397487097	0.101321426997692	0.998373672703819	7.28546225581884e-214	0.020342115605276	0.808852109594809	7.44677169787487e-08	HS0121	#031	RBGK	K001451999	Hordeum	spontaneum	01/04/1868	1	4	1868	Iran	Fars	Kazerun	Kazerun	29.62	51.66	Town level		5.2	0.901	NA	173	4.26	4.01	0.0209866306158185	0.00267743637875832	0.00248518545431056
3359208_AB_65287_S201	53.45	8061470	0.29	42	3.7626284833718	0.0681230768022635	0.996609352551306	1.14213721433915e-184	0.0153046445009495	0.77234352812338	2.00079641821788e-07	HS0145	#031	RBGK	K001453015	Hordeum	spontaneum	29/04/1885	29	4	1885	Iran	Bushehr	Dashtestan	Dalaki	29.43	51.29	Town level		7.9	0.0435	NA	176	4.91	3.84	0.0157028394686069	0.00231897043779825	0.00230952434076811
3359209_AB_65193_S202	95.22	10493315	0.26	38	3.64752279118059	0.106194405110967	0.997378863429628	4.1312346756125e-198	0.0139070047765974	0.803998834635596	6.6488911360903e-08	HS0160	#031	RBGK	K001459035	Hordeum	spontaneum	1867	NA	NA	1867	Pakistan	Balochistan	Quetta	NA	30.18	67	District level		14	3.99	NA	174	6.74	7.9	0.0146416260741508	0.00198880100272974	0.00201190027688389
3359210_AB_65191_S203	92.42	14041863	0.35	48	3.90336324205641	0.0467463039492718	0.993290821989756	2.20616102750995e-158	0.00976537665074204	0.542672278499822	6.93333712379223e-05	HS0155	#032	RBGK	K001453878	Hordeum	spontaneum	26/05/1900	26	5	1900	Turkmenistan	Ashgabat	Ashgabat	NA	37.94	58.38	DIstrict level		9.4	0.734	NA	182	9.05	6.8	0.0100771621727072	0.0041614215917123	0.00459551911974526
3359211_AB_65274_S204	97.7	9907067	0.29	42	3.749513528509	0.0892660259892048	0.997211141918538	2.16643908365327e-188	0.0104637836518768	0.798562172698331	6.22446958418833e-08	HS0156	#032	RBGK	K001453877	Hordeum	spontaneum	10/06/1909	10	6	1909	Kyrgyzstan	NA	NA	Karasu	41	75	Country level		7	9.4	1	178	9.1	9.1	0.0111216883640813	0.0019306757433901	0.00195619718080681
3359212_AB_65192_S205	88.4	11936891	0.33	48	3.89105098844229	0.0478321385070134	0.994142102150322	1.2608756520273e-162	0.0114332493911309	0.731329280752788	6.15764880173951e-07	HS0158	#032	RBGK	K001453875	Hordeum	spontaneum	13/05/1895	13	5	1895	Kazakhstan	NA	NA	NA	NA	NA	NA		8.9	0.891	NA	181	3.79	3.19	0.0117503294265881	0.00252623066232363	0.00263292921663558
3359213_AB_65250_S206	16.02	2132729	0.54	39	3.67512222076795	0.0948569916704713	0.964411261087755	5.22187362714811e-112	0.0106028712397118	0.890545635762498	2.95084290577486e-10	HV0024	#032	RBGK	K001451044	Hordeum	vulgare	01/07/1927	1	7	1927	UK	Scotland	St. Kilda	St. Kilda	57.81	-8.57	Town level		7.5	0.0567	NA	175	2.21	1.89	0.0108446599781995	0.00522818207030844	0.00513176344004613
3359214_AB_65278_S207	91.68	12348723	0.3	42	3.75166570381941	0.0766178809910475	0.997051188236831	1.2702442942072e-186	0.00998650279521173	0.788354031512404	9.10707741698113e-08	HV0034	#032	RBGK	K001451059	Hordeum	vulgare	25/04/1934	25	4	1934	Greece	Fournoi	Fournoi	Alatonisi	37.53	26.42	Town level		7.9	0.386	NA	178	10.5	8.4	0.0103698112663726	0.00206774998606809	0.00207726896368958
3359215_AB_65146_S208	84.32	11077484	0.36	54	3.99906873486521	0.0309111545133979	0.98857428699723	6.72390732302679e-136	0.00670019274811838	0.740491628650976	4.81534039695345e-07	HS0061	#033	RBGK	K001451942	Hordeum	spontaneum	07/05/1994	7	5	1994	Israel	SouthernDistrict	Netivot	NA	31.41	34.61	District level		5.1	0.562	NA	189	6.01	5.5	0.00711916841586737	0.00395883485481167	0.00414245789334355
3359216_AB_65316_S209	97.83	2582751	0.28	41	3.73321551405428	0.0882848239516195	0.997507504354698	2.40003022724717e-189	0.00710027163549474	0.821867930362651	1.96714732002661e-08	HV0037	#033	RBGK	K001453036	Hordeum	vulgare	11/03/1982	11	3	1982	Cyprus	SouthCyprus	Nicosia	Orounda	35.1	33.09	Town level		10.3	17	NA	180	4.33	5.2	0.00713237965791492	0.00173726739654865	0.00172906127726062
3359217_AB_65202_S210	96.27	12128234	0.31	48	3.88414250615805	0.0524946640613821	0.992381512247039	3.63539727523106e-150	0.011781916278424	0.705287716834716	1.59424260569977e-06	HV0092	#033	RBGK	K001453778	Hordeum	vulgare	23/03/1970	23	3	1970	Libya	Tripolitania	Misrata	NA	31.5	14.5	District level		6.4	0.285	NA	183	9.47	8.6	0.0119332325026848	0.00255845626098919	0.00281479417343541
3359218_AB_65225_S211	43.64	5060608	0.35	52	3.95507278204424	0.0453293279924408	0.977587116988619	4.71050718467029e-114	0.00784543217613286	0.769936483229003	1.54996548056189e-07	HV0219	#033	RBGK	K001459690	Hordeum	vulgare	14/05/1991	14	5	1991	Peru	Otuzco	La Lbertad	Salpo	-7.97	-78.6	District level		5.1	1.16	NA	190	3.83	3.7	0.00812102533179232	0.00232698191664806	0.00235556321895203
3359219_AB_65292_S212	1.79	336632	0.42	24	3.320292661925	0.0665156573536456	0.952477525987419	2.27056271396282e-118	0.0200663939771178	0.727389314875468	6.45008332051404e-07	HV0028	#034	RBGK	K001451047	Hordeum	vulgare	29/08/1845	29	8	1845	Switzerland	Vaud	Aigle	Gryon	46.27	7.07	Town level		5.9	0.0245	NA	177	2.13	1.55	0.0211421036034745	0.0192687160840644	0.0186784627339019
3359220_AB_65220_S213	98.32	5531390	0.3	41	3.72665515676921	0.0850434714024609	0.998036253710298	3.19753040671878e-202	0.00940106110386718	0.793480536370828	1.00712071308676e-07	HV0038	#036	RBGK	K001453030	Hordeum	vulgare	09/08/1962	9	8	1962	Turkey	Erzurum	Askale	Mt.Kop	40.04	40.52	Town level		9.5	12	1.2	181	4.13	5.3	0.00994052436240784	0.00138248431520394	0.0014607531899843
3359221_AB_65195_S214	87.39	13476961	0.3	40	3.74108793801857	0.056723050216435	0.97382509345944	1.44623492255077e-120	0.00919542297866216	0.719372480515789	9.61368685293576e-07	HV0039	#036	RBGK	K001453029	Hordeum	vulgare	1967	NA	NA	1967	Turkey	Sirnak	Gizre	Mt.Cudi	37.39	42.43	Town level		6.9	0.13	NA	180	2.21	1.79	0.009387231650804	0.0028028296732929	0.00296003617329332
3359222_AB_65297_S215	95.51	30176	0.09	51	3.94262180793092	0.0404069063793552	0.96675262424857	2.28220022882147e-105	0.0107431935246505	0.37260605670339	0.00179515146522449	HV0074	#036	RBGK	K001453085	Hordeum	vulgare	15/01/1966	15	15	1966	Bahrain	Bahrain	Bahrain	NA	26.07	50.5	District level		9.6	1.59	NA	NA	NA	0.154	0.0145772594752187	0.00358965587239448	0.00371831740578625
3359223_AB_65203_S216	53.58	6894704	0.29	40	3.70967987451187	0.0895037093014794	0.975284107754231	7.97411289753077e-121	0.0126005982676192	0.791378640828693	9.1526717099137e-08	HV0095	#036	RBGK	K001453782	Hordeum	vulgare	01/04/1963	1	4	1963	Libya	Cyernaica	Marj	Zorda	32.47	20.83	Town level		5	0.136	NA	181	1	1.05	0.0125881598990733	0.00236662334434685	0.0024594872722922
HRB0113	94.46	9277144	0.01	37	3.62001683320609	0.101916379698258	0.999257533597787	1.30043969761566e-236	0.0278860492099343	0.920913914117404	4.64399796803854e-11	HRB0113	#027	NYBGUS	1758829	Oryza	latifolia	10/07/1937	10	7	1937	Mexico				15.322	-92.66		NA	9.1	0.619	NA	176	2.02	1.88	0.0281751567693903	0.00275331028539917	0.00245106598847558
HRB0114	95.64	9473499	0	46	3.84416394809734	0.0638875927638788	0.994942865058134	6.35827627286408e-165	0.0178741444137828	0.79867799333379	5.10865117774697e-08	HRB0114	#027	NYBGUS	1758830	Oryza	latifolia	17/10/1960	17	10	1960	Mexico				21.15	-104.956		600	4.8	2.54	-	183	15.6	21	0.0192211012105145	0.00258511790549077	0.00262301600218902
HRB0116	96.43	9503187	0	42	3.75010865745856	0.0776696268353121	0.997359175695667	1.06014619158832e-192	0.0240808738531726	0.839339419926293	2.25600956463206e-08	HRB0116	#027	NYBGUS	651828	Oryza	latifolia	03/03/1984	3	3	1984	Mexico				17.25	-94.58		100	7.4	0	NA	179	1.72	1.67	0.0251878555209626	0.00270292006646885	0.0028204756718157
